Age,Weight,Sleep_Hours,Sleep_Timing,Working_Hours,Study_Hours,Exercise_Hours,Water_Intake,Healthy_Diet,Fast_Food_Weekly,Health_Issues,Exam_Preparation,Family_Issues,Location_Type,Social_Media_Usage,Instagram_Hours,Facebook_Hours,Stress_Level
17,75.8,9.6,Early,8.8,2.5,0.8,6.9,3,0,0,0,0,Urban,1,2.2,0.7,Minimal
33,82.1,7.9,Normal,7.8,0.0,1.6,4.5,4,1,0,0,1,Rural,1,2.1,0.6,Minimal
34,77.3,7.3,Early,10.2,4.8,0.6,4.2,3,0,0,0,0,Rural,1,4.0,1.5,Mild
46,64.9,5.7,Normal,9.2,4.5,1.8,2.7,5,0,0,0,1,Urban,1,3.3,1.2,Moderate
21,58.7,5.5,Normal,5.7,0.0,0.4,4.1,5,0,0,0,0,Urban,1,1.8,1.7,Minimal
55,40.0,7.8,Late,6.6,5.1,0.9,9.8,6,0,1,0,0,Urban,1,2.2,0.0,Mild
47,71.0,4.0,Normal,8.3,1.5,0.0,1.5,4,0,0,0,0,Urban,1,3.2,0.3,Moderate
54,87.1,7.8,Late,8.1,3.1,0.0,9.0,6,2,0,0,0,Urban,1,0.1,0.0,Mild
53,71.6,7.9,Normal,10.0,6.2,1.7,3.6,5,0,1,0,0,Urban,1,0.0,1.9,Moderate
32,68.7,9.1,Late,10.3,0.3,0.5,3.6,3,3,0,0,0,Urban,1,0.7,0.5,Mild
54,72.1,8.5,Normal,10.1,2.9,1.6,8.1,3,0,1,1,0,Urban,1,0.9,1.2,Moderate
15,64.2,8.7,Normal,7.7,1.3,0.1,6.9,4,3,0,0,1,Urban,1,2.4,1.7,Moderate
25,72.9,6.1,Normal,10.1,0.0,0.8,8.1,2,0,1,0,0,Urban,1,0.4,0.0,Moderate
42,63.9,4.8,Normal,10.4,1.8,1.4,3.9,1,4,0,0,0,Rural,1,3.9,1.6,Moderate
39,56.5,7.3,Normal,8.3,0.3,1.1,7.3,4,3,1,0,0,Rural,1,3.1,0.7,Mild
37,68.9,7.7,Normal,4.7,2.9,0.8,7.1,3,2,0,0,0,Rural,1,0.7,2.4,Minimal
45,68.5,8.5,Normal,5.9,5.4,1.1,3.1,9,2,0,0,1,Urban,1,2.1,0.7,Mild
44,98.1,9.2,Early,7.0,2.8,1.9,2.5,4,2,0,1,1,Urban,1,2.8,1.7,Moderate
56,57.9,5.3,Early,7.1,0.4,0.9,6.7,4,0,0,0,0,Urban,1,2.0,0.7,Minimal
49,67.6,8.3,Normal,6.5,0.5,1.2,6.3,2,1,0,1,0,Urban,1,0.0,0.0,Minimal
21,66.2,3.6,Late,7.2,4.0,1.5,6.2,5,2,0,0,0,Urban,1,0.9,0.0,Mild
30,63.3,7.4,Normal,9.0,5.3,0.8,6.3,3,3,0,0,0,Urban,1,2.8,0.4,Mild
40,77.7,8.0,Late,8.5,4.0,0.0,7.1,7,1,0,0,0,Urban,1,2.0,0.2,Mild
16,103.6,4.7,Late,7.0,0.0,0.7,3.9,3,7,0,0,0,Urban,1,0.1,1.3,High
15,65.2,7.9,Normal,9.0,0.7,0.0,10.4,4,7,0,0,0,Urban,0,0.0,0.0,Mild
26,77.7,5.4,Normal,9.1,3.6,0.0,8.4,5,3,0,0,0,Rural,1,2.8,0.0,Mild
19,41.3,6.4,Late,8.9,7.7,0.6,7.2,9,3,1,1,0,Rural,1,1.6,0.0,High
51,64.1,8.3,Normal,8.1,0.0,2.4,5.1,7,4,0,0,1,Urban,1,3.3,0.2,Minimal
46,93.3,6.5,Late,8.6,4.6,1.2,3.9,5,2,1,0,0,Urban,1,1.0,1.5,High
23,69.2,6.5,Normal,7.9,1.4,0.3,5.3,9,3,0,0,1,Urban,1,1.5,0.1,Mild
55,77.5,7.5,Normal,7.4,2.1,0.7,3.1,2,0,0,1,0,Rural,1,2.5,2.3,Mild
49,60.7,8.2,Normal,9.3,2.7,1.0,6.9,8,2,0,0,0,Urban,1,1.0,2.1,Minimal
33,73.9,7.0,Early,9.9,4.8,0.2,6.4,4,0,0,0,0,Rural,1,2.3,1.5,Mild
30,94.5,9.4,Normal,6.4,3.5,3.4,3.4,2,2,1,1,0,Rural,1,1.6,0.0,Mild
17,52.6,6.5,Normal,12.7,1.9,1.2,6.8,7,0,0,1,0,Rural,1,3.4,1.5,Mild
34,102.8,8.8,Normal,5.8,2.0,1.2,4.8,5,5,0,0,0,Rural,1,1.2,1.4,Minimal
38,46.8,7.8,Early,7.9,3.1,1.5,4.2,2,0,0,0,0,Urban,1,4.1,0.1,Minimal
47,62.7,8.0,Normal,9.2,3.0,0.0,9.2,6,4,0,1,0,Urban,1,0.0,1.6,Moderate
38,57.5,5.3,Normal,8.5,1.1,1.4,6.1,9,0,1,0,0,Rural,1,2.9,0.8,Minimal
25,65.9,8.8,Late,6.1,4.8,1.5,4.1,5,0,0,1,0,Urban,1,0.6,0.2,Mild
22,57.3,7.2,Late,8.4,6.5,0.9,4.7,5,1,0,0,0,Rural,1,2.9,2.2,Mild
50,56.1,10.5,Late,11.0,3.9,2.3,5.6,4,1,0,1,0,Urban,1,0.0,0.0,Mild
52,52.2,7.4,Normal,7.6,3.4,0.8,5.7,5,5,0,0,0,Rural,1,1.7,0.7,Minimal
54,79.7,7.0,Normal,5.2,5.4,0.9,7.9,8,1,0,0,0,Urban,1,3.4,2.0,Minimal
34,66.4,6.2,Late,5.2,3.6,1.3,8.5,8,0,0,0,0,Urban,1,1.5,0.4,Minimal
49,62.5,7.0,Normal,10.2,1.8,0.9,7.9,1,0,0,0,1,Urban,0,0.0,0.0,Moderate
39,74.2,9.1,Early,7.3,6.9,1.3,4.0,4,0,0,0,0,Urban,1,2.6,0.0,Minimal
49,47.6,8.2,Early,7.9,3.0,0.9,7.8,3,0,0,1,0,Urban,1,0.9,0.0,Mild
39,74.6,7.4,Late,8.6,3.3,0.5,4.8,5,1,0,0,0,Urban,0,0.0,0.0,Mild
43,68.6,8.3,Normal,2.8,4.7,0.0,2.8,3,4,0,0,0,Urban,1,0.4,1.7,Mild
32,69.1,6.3,Normal,10.1,4.1,0.8,4.0,5,6,1,0,0,Rural,1,2.4,0.3,High
32,77.8,6.2,Late,11.6,1.2,1.2,10.8,6,2,1,0,0,Urban,1,0.3,0.1,Moderate
16,94.7,6.1,Normal,7.2,4.0,0.0,6.9,3,2,1,0,0,Rural,1,2.0,0.0,Moderate
49,74.8,8.5,Late,7.8,3.5,1.4,6.0,4,2,0,0,0,Rural,1,2.3,0.6,Minimal
30,67.0,8.6,Normal,9.4,4.2,1.6,4.5,6,3,0,0,0,Urban,1,6.4,0.0,Mild
55,52.3,5.8,Late,7.1,4.0,2.3,6.9,4,4,0,0,0,Rural,1,3.3,0.8,Minimal
50,40.0,6.0,Normal,10.2,2.0,1.7,6.0,6,3,0,0,0,Rural,1,0.0,0.0,Minimal
47,71.9,6.8,Normal,9.0,4.7,1.2,6.7,3,2,0,1,0,Rural,1,0.0,0.7,Mild
18,51.1,5.5,Early,10.5,1.9,0.1,6.7,6,4,0,0,1,Urban,1,1.7,0.6,High
47,40.0,7.4,Early,5.7,3.1,1.4,6.1,4,2,1,0,1,Urban,1,2.4,0.0,Moderate
28,64.7,9.2,Normal,8.7,3.1,0.5,5.1,3,2,0,1,0,Urban,0,0.0,0.0,Mild
35,73.6,7.6,Early,8.8,1.7,0.2,4.9,8,3,0,0,1,Urban,1,2.9,0.5,Mild
34,81.2,8.5,Normal,9.4,7.0,0.9,0.7,6,3,0,0,0,Rural,1,2.1,0.3,Mild
22,85.9,5.0,Late,7.7,1.4,0.6,7.0,5,0,0,0,0,Urban,1,1.3,1.4,Mild
21,83.1,6.2,Normal,6.2,0.0,2.5,5.0,3,1,0,0,1,Urban,1,2.8,1.1,Minimal
17,83.5,4.2,Late,5.0,4.8,0.2,10.4,5,0,0,1,0,Rural,1,2.0,0.8,Moderate
31,48.0,6.9,Early,6.9,2.1,1.9,3.8,5,2,0,1,0,Urban,1,0.3,0.0,Minimal
47,67.8,10.3,Late,6.7,5.7,0.6,7.6,4,4,0,0,1,Urban,0,0.0,0.0,Moderate
26,78.7,9.7,Normal,7.2,2.5,2.0,5.8,4,4,0,0,1,Rural,1,1.0,0.0,Minimal
36,70.7,7.6,Normal,7.6,2.9,0.9,5.1,7,0,1,0,0,Urban,1,3.5,0.0,Mild
36,67.7,7.1,Late,5.4,8.4,3.7,4.2,4,0,0,0,0,Urban,1,1.1,0.5,Minimal
44,70.4,7.7,Late,5.9,2.7,3.4,7.2,4,9,0,0,1,Urban,1,0.9,0.8,Mild
52,73.7,5.2,Normal,7.1,3.1,0.6,5.1,4,1,0,0,0,Urban,1,0.0,0.7,Mild
52,68.8,7.4,Normal,8.8,5.0,0.0,7.3,5,0,0,1,0,Rural,1,1.0,0.0,Mild
59,57.3,3.8,Late,6.7,3.3,3.2,7.3,6,2,0,0,0,Urban,1,0.0,0.9,Minimal
22,44.5,3.2,Normal,8.8,2.5,1.3,7.2,4,0,0,0,0,Rural,1,3.8,0.1,Mild
41,66.9,6.5,Early,11.5,2.2,0.0,8.7,2,4,0,0,1,Rural,0,0.0,0.0,Moderate
41,70.9,10.6,Late,7.9,1.2,0.1,7.6,8,0,0,1,0,Rural,1,1.9,1.8,Minimal
48,70.7,9.5,Late,11.3,2.0,1.0,6.9,2,0,0,0,0,Rural,0,0.0,0.0,Minimal
35,84.3,8.7,Normal,10.4,4.5,2.2,6.8,2,0,0,0,0,Urban,1,1.4,1.2,Minimal
44,87.0,7.0,Normal,9.1,4.9,1.2,2.9,7,0,0,1,0,Rural,0,0.0,0.0,Minimal
47,68.4,9.3,Early,7.0,1.7,1.5,6.1,2,0,1,1,0,Urban,1,0.9,2.0,Mild
42,68.5,6.2,Early,7.5,5.3,0.7,6.9,7,1,0,1,0,Urban,1,1.5,1.7,Mild
47,78.6,5.2,Normal,9.8,4.5,1.4,8.3,4,1,0,0,0,Rural,1,0.1,3.3,Minimal
19,76.4,6.1,Normal,8.1,2.2,1.1,4.1,5,2,0,1,1,Rural,0,0.0,0.0,Moderate
33,63.4,4.6,Late,11.8,4.3,1.4,9.5,3,3,0,1,0,Urban,1,2.4,0.8,High
18,79.9,10.4,Late,7.4,5.6,0.4,5.4,2,1,1,0,0,Rural,1,1.2,0.7,Moderate
49,67.8,7.8,Normal,7.8,3.5,1.1,5.3,2,4,0,1,0,Urban,1,0.7,0.8,Moderate
31,68.1,5.7,Late,11.8,2.9,0.0,10.3,5,5,1,1,0,Rural,1,2.9,0.9,Critical
58,76.5,6.9,Normal,6.0,1.2,2.1,5.2,5,5,0,0,1,Rural,1,2.6,0.8,Minimal
42,65.5,6.8,Late,12.1,2.3,0.0,4.9,1,0,0,0,0,Rural,1,1.3,0.0,Moderate
44,71.4,9.2,Normal,3.7,2.9,0.5,2.6,5,3,0,0,0,Urban,1,4.3,0.0,Minimal
43,74.5,10.4,Normal,6.3,0.4,1.5,5.0,5,2,0,0,1,Rural,1,5.2,0.4,Minimal
20,82.3,8.6,Normal,5.7,0.9,2.1,4.2,3,0,0,0,1,Urban,1,0.0,3.0,Minimal
49,81.2,8.1,Normal,4.7,4.4,1.2,3.4,1,3,1,0,0,Rural,1,2.4,0.2,Mild
55,74.0,7.5,Late,6.6,1.9,0.2,7.0,6,0,0,0,0,Urban,1,4.2,1.0,Minimal
51,40.0,7.2,Normal,7.1,0.0,1.2,4.1,2,1,0,0,0,Urban,1,2.9,1.7,Minimal
38,73.7,7.1,Normal,8.4,2.1,2.3,6.6,4,1,0,0,0,Rural,1,1.2,1.8,Minimal
43,76.0,7.2,Normal,3.8,2.1,0.0,8.9,4,3,1,0,0,Urban,1,1.5,1.9,Mild
45,79.0,6.7,Late,11.6,3.2,0.4,4.6,1,0,0,0,0,Rural,1,5.5,2.4,High
49,55.7,6.3,Normal,6.9,3.7,0.4,7.4,7,1,0,1,0,Urban,1,1.3,0.1,Mild
47,40.0,5.4,Normal,8.4,4.1,2.5,4.8,5,4,0,0,1,Rural,1,2.3,1.0,Mild
35,82.1,6.6,Normal,6.8,2.4,1.5,9.8,3,5,0,1,0,Rural,1,2.9,2.2,Mild
46,51.6,5.0,Normal,8.0,2.5,1.6,5.3,4,1,1,0,1,Urban,1,2.3,1.9,High
37,88.3,6.2,Normal,8.5,0.5,1.8,4.6,6,0,0,0,0,Urban,1,2.5,0.0,Minimal
47,61.3,6.8,Normal,9.4,2.0,1.7,10.5,3,2,0,0,0,Urban,1,2.4,2.2,Minimal
17,54.6,7.4,Late,4.5,1.2,2.5,4.5,3,0,0,0,0,Rural,1,2.8,1.4,Minimal
32,75.2,7.4,Normal,11.6,4.1,1.3,3.2,8,4,1,0,1,Rural,1,1.1,1.2,High
39,79.2,7.7,Normal,3.0,7.5,0.6,8.0,1,3,0,1,0,Rural,1,4.0,1.4,Mild
56,78.3,7.6,Late,8.5,3.8,1.7,7.6,7,1,0,0,1,Urban,1,1.6,0.0,Mild
45,77.5,9.7,Late,8.6,5.3,0.7,7.7,6,0,0,0,0,Urban,1,2.0,3.1,Minimal
17,59.4,9.5,Normal,6.6,4.5,0.0,6.0,3,4,0,0,1,Rural,0,0.0,0.0,Mild
54,47.1,6.4,Late,7.8,0.0,0.5,6.6,7,0,0,1,0,Urban,1,1.5,0.9,Mild
38,64.2,8.4,Late,8.4,3.0,1.1,5.5,4,0,0,0,0,Urban,1,1.2,1.0,Minimal
46,52.8,6.7,Normal,6.3,0.7,2.5,3.0,3,5,1,0,0,Urban,1,0.0,0.1,Mild
36,76.5,4.5,Normal,2.6,0.0,1.3,5.5,1,2,0,0,0,Urban,1,4.6,0.4,Minimal
37,83.1,8.0,Normal,7.0,5.0,1.2,5.1,4,3,0,1,1,Urban,1,0.0,0.0,Moderate
16,72.6,6.2,Late,11.8,6.0,2.3,8.7,6,2,0,1,0,Urban,1,3.9,2.3,High
41,70.0,6.0,Early,5.9,0.0,1.1,7.0,6,4,0,1,1,Rural,1,2.6,1.8,Mild
56,65.3,6.1,Early,6.9,1.7,0.5,3.1,5,0,0,0,0,Urban,0,0.0,0.0,Minimal
16,84.7,5.9,Normal,7.0,3.3,2.1,5.4,3,1,0,0,0,Urban,1,1.3,0.5,Minimal
40,42.5,9.7,Normal,7.0,2.2,0.7,4.2,2,1,0,0,0,Rural,1,3.8,0.0,Minimal
31,51.9,5.2,Normal,4.9,3.4,2.6,3.8,3,0,0,0,0,Rural,0,0.0,0.0,Minimal
54,97.4,6.8,Late,9.7,3.3,0.3,2.6,3,2,0,1,1,Rural,1,2.1,1.0,Critical
47,51.2,4.5,Normal,8.6,3.7,0.9,10.1,8,3,0,0,0,Rural,1,1.5,0.0,Minimal
23,78.0,5.9,Late,7.4,4.6,0.9,4.3,3,1,0,1,0,Urban,1,1.3,2.5,High
57,81.1,5.0,Late,5.6,4.1,0.6,5.9,5,1,0,0,0,Rural,1,1.3,0.9,Mild
53,41.1,7.8,Early,6.6,2.4,0.6,4.6,6,3,0,1,0,Rural,1,0.0,2.4,Minimal
43,44.0,4.7,Late,9.0,4.9,0.1,1.8,7,0,0,0,0,Urban,1,3.3,2.2,Moderate
56,89.0,9.1,Early,8.8,0.0,3.5,5.9,6,0,0,0,0,Urban,1,1.8,1.5,Minimal
40,55.4,5.0,Late,7.8,5.0,1.9,7.7,7,3,0,0,1,Urban,1,1.7,0.0,Moderate
49,55.8,5.4,Late,9.0,2.7,1.7,8.0,4,1,0,1,1,Urban,1,0.0,0.0,High
39,62.2,8.0,Late,12.1,1.3,3.5,8.3,6,0,1,0,0,Rural,1,0.0,0.2,Minimal
38,55.4,9.8,Normal,10.2,0.6,1.5,6.1,1,2,0,1,0,Urban,1,6.0,0.1,Mild
27,77.9,6.3,Late,5.4,5.2,0.8,5.4,7,2,0,0,0,Urban,1,3.1,1.0,Mild
21,52.3,7.9,Normal,11.4,2.4,1.1,4.2,6,3,0,0,0,Urban,1,1.8,0.0,Mild
50,40.5,5.4,Early,7.5,0.7,2.1,7.1,6,7,1,0,0,Urban,1,2.2,2.6,Moderate
59,87.3,6.2,Late,9.5,1.0,0.0,6.5,6,0,1,0,0,Rural,1,1.8,2.4,Moderate
34,53.0,6.8,Late,7.4,2.0,2.0,5.7,2,2,0,0,0,Urban,1,1.8,1.8,Mild
15,58.7,5.8,Normal,4.5,5.5,3.3,6.3,8,2,0,0,1,Urban,1,1.5,1.8,Minimal
22,82.4,8.7,Normal,8.5,4.6,0.0,6.2,5,2,0,0,0,Urban,1,1.7,1.7,Mild
30,71.1,8.2,Normal,10.7,3.7,0.1,4.6,4,0,0,0,0,Urban,0,0.0,0.0,Mild
28,86.7,6.2,Normal,6.0,2.6,0.3,1.5,7,1,0,1,0,Urban,1,0.8,0.0,Mild
26,82.7,3.3,Late,7.1,0.0,0.9,5.9,6,2,0,0,1,Urban,0,0.0,0.0,Moderate
37,63.2,5.9,Normal,12.1,8.5,1.5,5.1,4,1,0,1,0,Urban,1,0.8,1.0,High
29,85.3,8.9,Early,10.6,1.9,1.0,3.4,5,1,0,1,0,Urban,0,0.0,0.0,Mild
42,72.5,6.8,Normal,9.8,1.8,2.4,2.3,4,5,0,0,0,Urban,1,0.4,1.3,Minimal
48,61.0,8.5,Normal,9.4,3.1,1.9,5.6,7,3,0,0,0,Rural,1,0.0,1.0,Minimal
16,74.4,9.5,Normal,8.6,6.3,1.8,6.1,7,0,0,1,0,Urban,1,0.8,1.4,Minimal
46,50.4,7.9,Normal,6.2,3.2,0.9,5.5,1,2,1,0,0,Rural,1,2.6,0.0,Mild
37,82.5,8.7,Normal,7.0,2.4,0.0,5.8,5,1,0,0,1,Rural,1,0.4,0.2,Minimal
36,80.6,6.1,Normal,10.6,0.0,1.0,6.7,5,4,0,0,0,Rural,1,2.1,1.7,Minimal
39,71.8,8.7,Normal,7.7,2.4,3.0,6.7,4,3,1,0,0,Rural,1,1.2,0.5,Minimal
36,41.2,6.7,Normal,4.4,3.0,0.0,6.5,5,0,0,1,0,Urban,1,1.6,2.3,Mild
36,87.3,5.8,Normal,8.2,1.5,1.8,2.1,5,1,0,0,0,Rural,1,0.5,0.8,Minimal
56,76.6,10.2,Late,4.1,3.9,0.9,4.1,4,3,0,0,1,Rural,1,5.1,0.0,Mild
20,69.7,7.0,Normal,6.6,1.5,2.9,10.4,6,0,0,1,0,Urban,1,1.2,0.1,Minimal
29,67.3,5.9,Normal,4.5,1.5,0.8,5.7,5,4,0,0,0,Rural,1,0.7,1.7,Minimal
57,61.9,7.6,Normal,8.0,2.9,2.8,4.5,5,4,0,0,0,Urban,0,0.0,0.0,Minimal
51,64.8,5.4,Normal,8.5,1.6,1.1,6.7,5,1,0,0,0,Rural,1,3.7,0.2,Minimal
47,81.5,5.1,Early,11.0,2.6,0.0,5.3,2,1,0,0,0,Urban,1,2.4,0.9,Moderate
22,62.2,6.7,Late,9.2,3.5,1.9,4.8,6,5,0,0,0,Urban,1,4.5,0.0,Mild
58,65.9,4.8,Early,7.0,1.8,1.8,9.5,6,3,0,0,0,Rural,0,0.0,0.0,Minimal
58,68.1,6.3,Late,6.2,4.0,0.1,7.9,6,2,0,0,0,Rural,1,2.5,1.4,Mild
19,68.5,5.0,Late,8.9,0.9,0.6,8.2,6,4,0,0,0,Rural,1,2.7,1.2,Mild
53,60.7,8.5,Early,4.6,1.3,0.0,3.7,4,3,0,1,0,Urban,1,2.7,2.8,Mild
18,67.4,9.5,Late,11.0,1.8,2.0,6.0,6,1,0,0,0,Urban,1,1.4,0.4,Minimal
20,75.1,4.9,Early,8.9,3.5,1.3,2.2,2,2,1,0,0,Rural,1,1.7,2.1,Moderate
59,56.4,10.2,Normal,5.7,2.4,1.5,8.3,4,0,0,0,0,Urban,1,1.3,0.4,Minimal
46,67.5,8.1,Normal,6.4,1.3,2.0,10.5,6,0,0,0,1,Urban,1,2.7,0.0,Minimal
44,99.0,7.4,Late,6.9,2.2,0.3,9.2,4,2,0,0,0,Urban,0,0.0,0.0,Mild
49,69.1,4.7,Early,7.8,2.6,0.5,8.0,5,3,0,0,0,Urban,1,1.3,0.6,Mild
54,56.0,4.5,Normal,8.6,5.3,2.0,7.6,4,4,0,0,1,Urban,1,3.4,1.9,High
30,54.3,6.9,Normal,7.5,4.3,1.1,4.9,7,0,1,0,0,Rural,1,3.2,2.1,Mild
27,51.0,6.7,Normal,8.7,0.4,2.5,4.7,6,6,0,0,0,Urban,1,2.7,1.6,Minimal
56,94.4,6.6,Normal,7.1,5.0,0.4,7.2,6,3,0,0,0,Rural,1,2.3,2.4,Minimal
44,85.1,7.1,Early,10.9,0.6,0.5,4.9,8,1,0,0,1,Urban,1,2.2,0.7,Mild
33,50.7,5.9,Early,9.5,4.8,1.7,4.0,4,0,1,0,0,Urban,1,1.5,0.9,Moderate
31,73.2,6.7,Early,10.2,3.8,2.7,6.2,6,3,0,1,0,Urban,1,0.0,1.7,Mild
33,88.4,7.0,Late,8.7,1.7,1.9,7.1,4,0,0,1,0,Rural,1,3.7,2.8,Mild
42,69.4,10.9,Late,10.3,4.3,3.1,7.0,5,4,1,0,0,Urban,1,0.5,1.1,Mild
40,62.6,3.6,Normal,3.8,3.0,1.9,12.5,6,0,0,0,0,Rural,1,2.5,0.0,Minimal
51,103.6,7.6,Late,8.0,2.9,0.5,6.4,5,0,0,0,0,Urban,1,2.4,1.5,Mild
40,41.4,7.1,Normal,11.0,1.5,0.6,6.0,7,3,0,0,1,Urban,1,3.3,0.3,Moderate
37,109.5,7.0,Normal,10.0,3.1,1.0,2.8,4,1,0,0,1,Urban,1,2.5,2.3,High
23,70.9,7.5,Normal,9.2,0.0,0.8,5.7,6,1,1,1,0,Rural,1,4.2,0.2,Moderate
26,89.4,10.0,Late,6.6,0.0,1.2,3.4,1,3,0,0,0,Urban,1,2.6,1.9,Minimal
15,52.0,7.5,Normal,9.4,4.0,1.5,7.5,4,2,0,0,0,Urban,1,0.0,1.4,Minimal
15,59.1,4.8,Normal,9.0,3.1,1.5,6.5,5,0,0,0,0,Rural,1,0.7,0.0,Minimal
48,53.8,7.5,Late,5.4,2.4,3.1,3.9,6,3,0,0,1,Rural,1,2.4,1.8,Minimal
46,68.5,6.8,Late,10.1,3.8,2.5,5.3,1,1,0,0,0,Urban,1,2.3,1.4,Mild
39,74.6,6.1,Early,7.6,2.9,1.8,9.4,5,3,0,0,0,Rural,1,2.0,0.3,Minimal
54,86.0,7.3,Late,6.0,4.0,1.5,4.2,6,0,0,0,1,Urban,1,3.7,1.0,Mild
59,44.3,6.8,Early,5.6,4.5,0.3,5.1,6,0,0,0,0,Urban,0,0.0,0.0,Minimal
15,72.4,6.7,Normal,7.0,0.0,0.5,6.3,8,0,0,0,0,Urban,1,3.4,0.1,Minimal
30,83.4,6.8,Early,8.5,0.0,0.2,6.3,3,0,0,1,0,Urban,1,3.2,2.0,Mild
53,86.2,5.2,Normal,7.1,3.1,0.0,5.1,2,2,0,0,0,Urban,1,0.2,0.0,Mild
19,63.4,8.1,Normal,6.2,3.3,0.1,2.9,5,0,0,1,0,Urban,1,0.8,0.2,Mild
36,63.6,6.8,Early,6.6,2.7,3.7,7.8,4,4,0,0,1,Urban,1,1.1,3.1,Minimal
43,68.6,7.4,Early,8.4,1.3,2.2,5.0,7,2,0,0,1,Urban,1,1.9,2.2,Minimal
17,72.8,5.7,Normal,9.9,1.1,1.3,8.0,6,0,1,1,0,Rural,1,1.2,1.9,Moderate
26,89.5,5.3,Normal,8.1,2.6,2.3,4.1,2,3,0,1,0,Urban,1,1.9,0.7,Moderate
40,51.8,6.4,Early,11.6,2.0,1.7,6.5,8,4,0,0,1,Urban,1,0.8,0.0,Mild
30,58.2,7.0,Late,6.2,4.5,0.0,4.8,5,0,0,0,1,Urban,1,1.1,1.1,Moderate
51,50.0,6.4,Normal,6.7,3.3,0.0,2.2,1,1,0,0,1,Urban,1,0.7,0.0,High
36,76.4,7.1,Late,9.1,2.9,0.0,5.2,5,3,0,1,0,Urban,1,2.0,0.7,High
43,86.5,3.8,Normal,7.7,5.0,0.3,2.9,6,0,0,1,0,Rural,1,0.0,1.5,Moderate
28,48.7,10.0,Early,10.3,4.2,0.0,6.8,3,2,0,0,0,Rural,1,4.9,1.3,Mild
42,71.3,5.9,Normal,5.3,3.2,1.1,4.0,4,2,0,0,0,Urban,1,2.0,0.0,Minimal
19,85.4,5.3,Late,8.6,1.1,1.5,3.1,2,2,0,0,1,Urban,1,0.6,2.4,High
44,81.8,8.7,Early,9.4,4.7,0.0,5.3,3,0,0,1,0,Rural,1,2.1,0.8,Mild
19,81.6,5.3,Late,4.4,4.2,2.8,7.8,3,4,0,1,1,Rural,1,3.5,1.9,Moderate
26,52.2,7.3,Normal,5.4,2.1,0.0,6.5,2,4,0,0,0,Urban,1,2.6,1.4,Mild
30,81.5,5.3,Late,6.8,3.5,1.4,7.1,6,1,0,1,0,Urban,1,0.4,1.0,Mild
40,67.2,6.5,Late,5.3,0.6,0.6,5.9,5,1,0,1,1,Urban,1,1.8,2.2,Moderate
40,86.1,6.6,Late,7.8,0.0,1.6,5.7,2,2,0,1,0,Urban,1,3.3,0.0,Moderate
35,76.7,5.9,Early,9.4,4.4,1.4,3.2,2,0,1,0,0,Rural,1,1.5,2.0,Moderate
53,57.8,8.3,Normal,6.9,2.2,1.7,4.8,5,4,0,1,0,Urban,1,2.1,0.2,Mild
50,74.2,9.1,Normal,9.5,0.9,1.7,5.0,4,3,1,1,0,Urban,1,1.4,1.5,Moderate
47,82.3,5.9,Normal,5.9,3.5,0.5,6.2,4,4,0,1,0,Urban,0,0.0,0.0,Moderate
44,62.4,7.2,Normal,6.4,1.6,1.3,8.5,2,0,1,1,1,Rural,0,0.0,0.0,Moderate
51,71.9,5.0,Early,6.6,2.6,0.5,10.2,7,1,1,1,0,Rural,1,5.5,1.7,Moderate
37,50.0,7.2,Late,7.6,0.0,0.0,6.8,6,3,0,0,0,Urban,0,0.0,0.0,Mild
24,78.2,8.2,Early,4.7,2.8,1.5,9.8,4,0,0,0,0,Rural,1,2.0,0.8,Minimal
19,69.2,7.2,Normal,5.1,4.8,0.0,6.2,4,0,0,0,0,Rural,1,2.0,1.3,Minimal
50,83.7,6.2,Normal,4.8,2.1,0.9,5.9,1,1,1,0,0,Urban,1,2.1,2.6,Moderate
48,77.8,6.6,Late,8.5,3.9,2.0,6.8,3,1,1,0,0,Urban,1,4.1,0.0,Moderate
45,63.9,6.3,Normal,8.7,4.7,1.7,4.8,2,1,0,0,0,Urban,1,2.6,0.6,Mild
24,57.3,6.7,Late,1.8,3.5,2.5,7.1,6,0,0,0,1,Urban,1,1.5,0.7,Minimal
33,53.9,6.0,Late,11.3,4.3,1.6,6.8,8,3,0,0,0,Urban,1,2.6,0.8,Mild
46,62.4,7.3,Normal,4.1,1.4,1.5,6.1,3,1,0,0,0,Urban,1,2.6,0.7,Minimal
15,83.3,5.2,Early,9.8,3.5,1.2,3.9,2,1,0,1,0,Urban,1,0.2,0.9,Moderate
19,43.7,3.0,Early,10.1,1.8,3.7,4.5,6,0,0,0,0,Urban,1,2.2,1.1,Minimal
59,54.5,8.6,Late,10.3,2.0,0.0,8.9,1,5,0,0,0,Urban,1,3.5,0.0,Moderate
18,82.9,6.9,Normal,6.7,2.2,0.0,6.8,1,0,0,0,0,Urban,1,0.3,1.8,Mild
30,89.9,7.2,Normal,8.2,5.2,0.0,5.9,1,5,0,0,0,Urban,0,0.0,0.0,Moderate
38,55.3,5.9,Normal,7.6,4.4,0.3,6.7,3,3,1,1,1,Rural,1,0.0,0.4,Critical
30,54.3,6.4,Normal,11.6,0.0,0.0,6.4,6,6,0,0,0,Urban,1,0.5,1.2,Moderate
16,91.1,5.4,Early,7.5,5.2,1.9,4.1,4,0,1,1,0,Urban,1,0.9,0.2,Moderate
